ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2022-07-25T07:16:00.000,0.57,176.10,-0.57,0.04
2022-07-25T07:18:00.000,3.13,301.09,1.62,-2.68
2022-07-25T07:20:00.000,1.12,304.57,0.64,-0.92
2022-07-25T07:22:00.000,1.22,211.81,-1.04,-0.64
2022-07-25T07:24:00.000,4.83,138.70,-3.63,3.19
2022-07-25T07:26:00.000,9.04,351.01,8.93,-1.41
2022-07-25T07:28:00.000,3.22,69.70,1.12,3.02
2022-07-25T07:30:00.000,6.51,294.08,2.65,-5.94
2022-07-25T07:32:00.000,4.76,200.38,-4.46,-1.66
2022-07-25T07:34:00.000,2.79,289.02,0.91,-2.64
2022-07-25T07:36:00.000,6.78,165.97,-6.57,1.64
2022-07-25T07:38:00.000,4.38,107.49,-1.32,4.18
2022-07-25T07:40:00.000,3.64,313.96,2.53,-2.62
2022-07-25T07:42:00.000,1.07,196.61,-1.02,-0.31
2022-07-25T07:44:00.000,5.31,100.38,-0.96,5.23
2022-07-25T07:46:00.000,4.21,345.15,4.07,-1.08
2022-07-25T07:48:00.000,3.61,128.50,-2.25,2.83
2022-07-25T07:50:00.000,4.75,58.05,2.51,4.03
2022-07-25T07:52:00.000,3.16,80.65,0.51,3.12
2022-07-25T07:54:00.000,2.53,58.40,1.33,2.16
2022-07-25T07:56:00.000,1.79,350.77,1.77,-0.29
2022-07-25T07:58:00.000,1.23,41.04,0.93,0.81
2022-07-25T08:00:00.000,5.48,139.88,-4.19,3.53
2022-07-25T08:02:00.000,6.11,88.14,0.20,6.11
2022-07-25T08:04:00.000,0.87,146.71,-0.73,0.48
2022-07-25T08:06:00.000,4.61,309.59,2.94,-3.55
2022-07-25T08:08:00.000,6.72,99.50,-1.11,6.63
2022-07-25T08:10:00.000,4.10,19.27,3.87,1.35
2022-07-25T08:12:00.000,2.35,99.01,-0.37,2.32
2022-07-25T08:14:00.000,2.57,108.03,-0.80,2.45
2022-07-25T08:16:00.000,3.85,107.60,-1.16,3.67
2022-07-25T08:18:00.000,4.62,127.44,-2.81,3.66
2022-07-25T08:20:00.000,1.86,59.96,0.93,1.61
2022-07-25T08:22:00.000,6.07,282.73,1.34,-5.92
2022-07-25T08:24:00.000,2.58,99.23,-0.41,2.54
2022-07-25T08:26:00.000,3.71,69.74,1.29,3.48
2022-07-25T08:28:00.000,1.68,231.92,-1.04,-1.32
2022-07-25T08:30:00.000,3.45,47.31,2.34,2.53
2022-07-25T08:32:00.000,1.71,47.68,1.15,1.26
2022-07-25T08:34:00.000,5.20,129.66,-3.32,4.00
2022-07-25T08:36:00.000,4.73,89.15,0.07,4.73
2022-07-25T08:38:00.000,1.33,114.46,-0.55,1.21
2022-07-25T08:40:00.000,2.17,252.55,-0.65,-2.07
2022-07-25T08:42:00.000,3.22,139.37,-2.44,2.10
2022-07-25T08:44:00.000,3.90,164.08,-3.75,1.07
2022-07-25T08:46:00.000,2.44,181.42,-2.44,-0.06
2022-07-25T08:48:00.000,8.38,150.99,-7.33,4.07
2022-07-25T08:50:00.000,3.99,113.36,-1.58,3.67
2022-07-25T08:52:00.000,3.16,247.44,-1.21,-2.92
2022-07-25T08:54:00.000,1.80,330.95,1.57,-0.87
2022-07-25T08:56:00.000,5.74,95.09,-0.51,5.71
2022-07-25T08:58:00.000,4.30,161.34,-4.08,1.38
2022-07-25T09:00:00.000,1.70,111.34,-0.62,1.58
2022-07-25T09:02:00.000,1.10,157.79,-1.02,0.42
2022-07-25T09:04:00.000,2.17,136.35,-1.57,1.50
2022-07-25T09:06:00.000,3.38,132.75,-2.29,2.48
2022-07-25T09:08:00.000,5.67,148.65,-4.84,2.95
2022-07-25T09:10:00.000,11.36,120.57,-5.78,9.78
2022-07-25T09:12:00.000,2.62,197.35,-2.50,-0.78
2022-07-25T09:14:00.000,2.65,115.01,-1.12,2.40
2022-07-25T09:16:00.000,5.20,161.85,-4.94,1.62
2022-07-25T09:18:00.000,4.34,210.53,-3.74,-2.21
2022-07-25T09:20:00.000,1.92,174.19,-1.91,0.19
2022-07-25T09:22:00.000,1.55,129.02,-0.98,1.21
2022-07-25T09:24:00.000,8.43,127.10,-5.08,6.72
2022-07-25T09:26:00.000,4.36,151.04,-3.82,2.11
2022-07-25T09:28:00.000,1.83,148.11,-1.56,0.97
2022-07-25T09:30:00.000,3.37,138.66,-2.53,2.23
2022-07-25T09:32:00.000,3.93,152.34,-3.48,1.82
2022-07-25T09:34:00.000,2.81,302.09,1.49,-2.38
2022-07-25T09:36:00.000,3.93,117.49,-1.81,3.49
2022-07-25T09:38:00.000,1.01,142.32,-0.80,0.62
2022-07-25T09:40:00.000,6.37,134.10,-4.44,4.58
2022-07-25T09:42:00.000,5.77,142.97,-4.61,3.48
2022-07-25T09:44:00.000,3.06,131.93,-2.04,2.27
2022-07-25T09:46:00.000,1.61,223.96,-1.16,-1.12
2022-07-25T09:48:00.000,11.97,279.51,1.98,-11.80
2022-07-25T09:50:00.000,3.33,186.39,-3.31,-0.37
2022-07-25T09:52:00.000,1.45,169.93,-1.42,0.25
2022-07-25T09:54:00.000,0.49,147.43,-0.42,0.27
2022-07-25T09:56:00.000,2.96,169.67,-2.91,0.53
2022-07-25T09:58:00.000,2.74,200.26,-2.57,-0.95
2022-07-25T10:00:00.000,2.12,163.71,-2.03,0.59
2022-07-25T10:02:00.000,5.40,179.01,-5.40,0.09
2022-07-25T10:04:00.000,3.80,218.63,-2.97,-2.37
2022-07-25T10:06:00.000,4.43,131.41,-2.93,3.32
2022-07-25T10:08:00.000,3.65,215.98,-2.95,-2.14
2022-07-25T10:10:00.000,1.45,86.34,0.09,1.44
2022-07-25T10:12:00.000,0.85,163.75,-0.82,0.24
2022-07-25T10:14:00.000,4.18,178.36,-4.17,0.12
2022-07-25T10:16:00.000,4.14,180.48,-4.14,-0.03
2022-07-25T10:18:00.000,9.43,135.97,-6.78,6.56
2022-07-25T10:20:00.000,2.39,90.18,-0.01,2.39
2022-07-25T10:22:00.000,5.73,125.70,-3.35,4.66
2022-07-25T10:24:00.000,2.26,55.71,1.28,1.87
2022-07-25T10:26:00.000,1.79,174.34,-1.78,0.18
2022-07-25T10:28:00.000,0.51,343.02,0.49,-0.15
2022-07-25T10:30:00.000,1.97,138.43,-1.47,1.30
2022-07-25T10:32:00.000,3.58,296.32,1.59,-3.21
2022-07-25T10:34:00.000,2.91,56.80,1.59,2.43
2022-07-25T10:36:00.000,3.11,164.08,-2.99,0.85
2022-07-25T10:38:00.000,2.34,194.58,-2.27,-0.59
2022-07-25T10:40:00.000,2.09,125.38,-1.21,1.71
2022-07-25T10:42:00.000,3.18,168.60,-3.12,0.63
2022-07-25T10:44:00.000,5.85,156.09,-5.35,2.37
2022-07-25T10:46:00.000,2.42,69.85,0.83,2.27
2022-07-25T10:48:00.000,6.38,137.57,-4.71,4.30
2022-07-25T10:50:00.000,5.87,126.02,-3.45,4.75
2022-07-25T10:52:00.000,3.04,8.77,3.00,0.46
2022-07-25T10:54:00.000,4.54,89.92,0.01,4.54
2022-07-25T10:56:00.000,3.12,39.38,2.41,1.98
2022-07-25T10:58:00.000,2.17,118.33,-1.03,1.91
2022-07-25T11:00:00.000,8.49,278.64,1.28,-8.39
2022-07-25T11:02:00.000,5.10,173.51,-5.07,0.58
2022-07-25T11:04:00.000,3.89,165.64,-3.77,0.97
2022-07-25T11:06:00.000,3.55,209.95,-3.08,-1.77
2022-07-25T11:08:00.000,2.00,90.46,-0.02,2.00
2022-07-25T11:10:00.000,1.21,357.24,1.21,-0.06
2022-07-25T11:12:00.000,2.19,82.17,0.30,2.17
2022-07-25T11:14:00.000,4.95,90.07,-0.01,4.95
2022-07-25T11:16:00.000,4.14,113.70,-1.66,3.79
2022-07-25T11:18:00.000,0.75,18.60,0.71,0.24
2022-07-25T11:20:00.000,2.35,167.14,-2.29,0.52
2022-07-25T11:22:00.000,4.21,352.25,4.17,-0.57
2022-07-25T11:24:00.000,5.03,154.68,-4.54,2.15
2022-07-25T11:26:00.000,3.21,42.17,2.38,2.16
2022-07-25T11:28:00.000,4.73,93.29,-0.27,4.72
2022-07-25T11:30:00.000,0.62,146.00,-0.51,0.34
2022-07-25T11:32:00.000,7.74,143.68,-6.24,4.59
2022-07-25T11:34:00.000,0.73,106.78,-0.21,0.70
2022-07-25T11:36:00.000,4.03,140.73,-3.12,2.55
2022-07-25T11:38:00.000,4.70,92.92,-0.24,4.69
2022-07-25T11:40:00.000,3.47,160.40,-3.27,1.17
2022-07-25T11:42:00.000,2.86,130.47,-1.85,2.17
2022-07-25T11:44:00.000,1.07,53.10,0.64,0.86
2022-07-25T11:46:00.000,2.03,175.87,-2.02,0.15
2022-07-25T11:48:00.000,1.97,200.55,-1.84,-0.69
2022-07-25T11:50:00.000,3.60,156.53,-3.30,1.43
2022-07-25T11:52:00.000,3.73,179.45,-3.73,0.04
2022-07-25T11:54:00.000,3.96,354.17,3.94,-0.40
2022-07-25T11:56:00.000,4.00,72.08,1.23,3.81
2022-07-25T11:58:00.000,1.33,21.56,1.23,0.49
2022-07-25T12:00:00.000,0.69,174.16,-0.69,0.07
2022-07-25T12:02:00.000,1.39,138.99,-1.05,0.91
2022-07-25T12:04:00.000,3.95,41.32,2.97,2.61
2022-07-25T12:06:00.000,2.84,181.93,-2.84,-0.10
2022-07-25T12:08:00.000,1.20,95.59,-0.12,1.19
2022-07-25T12:10:00.000,1.34,276.26,0.15,-1.33
2022-07-25T12:12:00.000,4.63,295.16,1.97,-4.19
2022-07-25T12:14:00.000,7.72,323.19,6.18,-4.63
2022-07-25T12:16:00.000,3.26,339.35,3.05,-1.15
2022-07-25T12:18:00.000,4.28,135.79,-3.07,2.98
2022-07-25T12:20:00.000,2.94,242.39,-1.36,-2.60
2022-07-25T12:22:00.000,2.23,179.87,-2.23,0.00
2022-07-25T12:24:00.000,7.33,142.45,-5.81,4.47
2022-07-25T12:26:00.000,5.36,2.02,5.35,0.19
2022-07-25T12:28:00.000,1.79,88.08,0.06,1.79
2022-07-25T12:30:00.000,0.93,62.49,0.43,0.82
2022-07-25T12:32:00.000,1.72,34.33,1.42,0.97
2022-07-25T12:34:00.000,5.03,245.75,-2.07,-4.59
2022-07-25T12:36:00.000,3.32,197.11,-3.17,-0.98
2022-07-25T12:38:00.000,11.59,318.35,8.66,-7.70
2022-07-25T12:40:00.000,2.93,222.58,-2.16,-1.98
2022-07-25T12:42:00.000,8.77,114.20,-3.59,8.00
2022-07-25T12:44:00.000,3.11,163.33,-2.98,0.89
2022-07-25T12:46:00.000,1.29,261.22,-0.20,-1.28
2022-07-25T12:48:00.000,1.77,107.72,-0.54,1.69
2022-07-25T12:50:00.000,5.64,344.41,5.44,-1.52
2022-07-25T12:52:00.000,1.32,16.95,1.26,0.38
2022-07-25T12:54:00.000,4.77,128.80,-2.99,3.72
2022-07-25T12:56:00.000,3.38,99.71,-0.57,3.34
2022-07-25T12:58:00.000,3.76,123.40,-2.07,3.14
2022-07-25T13:00:00.000,7.25,130.65,-4.72,5.50
2022-07-25T13:02:00.000,0.96,295.59,0.41,-0.86
2022-07-25T13:04:00.000,6.41,117.45,-2.95,5.69
2022-07-25T13:06:00.000,7.32,154.63,-6.61,3.13
2022-07-25T13:08:00.000,4.39,346.80,4.28,-1.00
2022-07-25T13:10:00.000,6.70,237.34,-3.61,-5.64
2022-07-25T13:12:00.000,5.00,256.96,-1.13,-4.87
2022-07-25T13:14:00.000,2.25,45.22,1.59,1.60
2022-07-25T13:16:00.000,7.49,89.24,0.10,7.49
2022-07-25T13:18:00.000,4.67,145.45,-3.84,2.65
2022-07-25T13:20:00.000,0.76,204.52,-0.70,-0.32
2022-07-25T13:22:00.000,3.93,129.81,-2.52,3.02
2022-07-25T13:24:00.000,3.13,197.19,-2.99,-0.92
2022-07-25T13:26:00.000,6.04,120.00,-3.02,5.23
2022-07-25T13:28:00.000,0.81,146.37,-0.68,0.45
2022-07-25T13:30:00.000,4.23,75.09,1.09,4.09
2022-07-25T13:32:00.000,7.58,141.35,-5.92,4.73
2022-07-25T13:34:00.000,1.80,93.37,-0.11,1.80
2022-07-25T13:36:00.000,0.84,32.28,0.71,0.45
2022-07-25T13:38:00.000,5.22,174.37,-5.20,0.51
2022-07-25T13:40:00.000,2.51,269.44,-0.02,-2.51
2022-07-25T13:42:00.000,4.42,334.62,3.99,-1.89
2022-07-25T13:44:00.000,1.62,82.49,0.21,1.60
2022-07-25T13:46:00.000,5.11,174.84,-5.09,0.46
2022-07-25T13:48:00.000,2.05,214.37,-1.69,-1.16
2022-07-25T13:50:00.000,5.68,19.10,5.37,1.86
2022-07-25T13:52:00.000,2.92,142.46,-2.32,1.78
2022-07-25T13:54:00.000,4.93,170.28,-4.86,0.83
2022-07-25T13:56:00.000,1.76,344.70,1.70,-0.46
2022-07-25T13:58:00.000,1.33,112.31,-0.51,1.23
2022-07-25T14:00:00.000,7.11,136.79,-5.19,4.87
2022-07-25T14:02:00.000,7.81,147.21,-6.56,4.23
2022-07-25T14:04:00.000,4.19,1.17,4.19,0.09
2022-07-25T14:06:00.000,3.65,253.98,-1.01,-3.51
2022-07-25T14:08:00.000,1.91,24.91,1.73,0.80
2022-07-25T14:10:00.000,5.36,55.15,3.07,4.40
2022-07-25T14:12:00.000,0.78,2.99,0.78,0.04
2022-07-25T14:14:00.000,1.25,278.06,0.18,-1.24
2022-07-25T14:16:00.000,4.42,187.42,-4.38,-0.57
2022-07-25T14:18:00.000,1.37,119.20,-0.67,1.19
2022-07-25T14:20:00.000,8.91,188.72,-8.80,-1.35
2022-07-25T14:22:00.000,4.66,6.06,4.64,0.49
2022-07-25T14:24:00.000,6.77,176.46,-6.76,0.42
2022-07-25T14:26:00.000,2.28,301.34,1.19,-1.95
2022-07-25T14:28:00.000,3.87,177.05,-3.87,0.20
2022-07-25T14:30:00.000,0.57,219.36,-0.44,-0.36
2022-07-25T14:32:00.000,3.00,153.09,-2.67,1.36
2022-07-25T14:34:00.000,2.46,63.70,1.09,2.20
2022-07-25T14:36:00.000,3.40,204.13,-3.10,-1.39
2022-07-25T14:38:00.000,6.01,180.52,-6.01,-0.05
2022-07-25T14:40:00.000,9.32,209.97,-8.07,-4.65
2022-07-25T14:42:00.000,4.69,105.49,-1.25,4.52
2022-07-25T14:44:00.000,3.75,131.93,-2.50,2.79
2022-07-25T14:46:00.000,3.01,197.67,-2.87,-0.91
2022-07-25T14:48:00.000,5.70,103.25,-1.31,5.55
2022-07-25T14:50:00.000,1.52,132.89,-1.04,1.12
2022-07-25T14:52:00.000,7.91,22.88,7.29,3.08
2022-07-25T14:54:00.000,4.10,70.58,1.36,3.87
2022-07-25T14:56:00.000,5.41,58.53,2.82,4.61
2022-07-25T14:58:00.000,6.32,91.74,-0.19,6.31
2022-07-25T15:00:00.000,1.58,127.30,-0.96,1.26
2022-07-25T15:02:00.000,2.91,310.27,1.88,-2.22
2022-07-25T15:04:00.000,4.19,44.18,3.01,2.92
2022-07-25T15:06:00.000,4.13,105.00,-1.07,3.99
2022-07-25T15:08:00.000,6.56,143.52,-5.27,3.90
2022-07-25T15:10:00.000,2.04,338.93,1.90,-0.73
2022-07-25T15:12:00.000,2.55,75.53,0.64,2.47
2022-07-25T15:14:00.000,2.56,158.83,-2.39,0.92
2022-07-25T15:16:00.000,2.73,284.80,0.70,-2.64
2022-07-25T15:18:00.000,8.74,100.26,-1.56,8.60
2022-07-25T15:20:00.000,4.21,319.42,3.20,-2.74
2022-07-25T15:22:00.000,4.38,77.21,0.97,4.27
2022-07-25T15:24:00.000,2.52,31.07,2.16,1.30
2022-07-25T15:26:00.000,2.73,118.18,-1.29,2.41
2022-07-25T15:28:00.000,8.02,154.67,-7.24,3.43
2022-07-25T15:30:00.000,6.98,335.83,6.37,-2.86
2022-07-25T15:32:00.000,6.62,142.19,-5.23,4.06
2022-07-25T15:34:00.000,6.63,218.24,-5.21,-4.10
2022-07-25T15:36:00.000,5.19,94.34,-0.39,5.18
2022-07-25T15:38:00.000,5.23,130.26,-3.38,3.99
2022-07-25T15:40:00.000,0.84,97.69,-0.11,0.83
2022-07-25T15:42:00.000,4.04,182.09,-4.04,-0.15
2022-07-25T15:44:00.000,2.48,77.93,0.52,2.42
2022-07-25T15:46:00.000,8.84,275.97,0.92,-8.80
2022-07-25T15:48:00.000,2.26,357.44,2.26,-0.10
2022-07-25T15:50:00.000,4.94,89.79,0.02,4.94
2022-07-25T15:52:00.000,8.31,117.12,-3.79,7.39
2022-07-25T15:54:00.000,2.51,161.38,-2.38,0.80
2022-07-25T15:56:00.000,3.71,274.12,0.27,-3.70
2022-07-25T15:58:00.000,2.52,168.10,-2.47,0.52
2022-07-25T16:00:00.000,1.44,350.73,1.42,-0.23
2022-07-25T16:02:00.000,2.57,282.23,0.54,-2.51
2022-07-25T16:04:00.000,1.95,289.03,0.64,-1.85
2022-07-25T16:06:00.000,5.71,151.61,-5.03,2.72
2022-07-25T16:08:00.000,8.33,79.47,1.52,8.19
2022-07-25T16:10:00.000,2.20,188.36,-2.18,-0.32
2022-07-25T16:12:00.000,7.04,138.26,-5.25,4.69
2022-07-25T16:14:00.000,7.13,220.14,-5.45,-4.60
2022-07-25T16:16:00.000,3.49,57.16,1.89,2.93
2022-07-25T16:18:00.000,2.67,109.07,-0.87,2.53
2022-07-25T16:20:00.000,2.28,318.12,1.69,-1.52
2022-07-25T16:22:00.000,1.30,279.56,0.22,-1.28
2022-07-25T16:24:00.000,1.56,24.94,1.41,0.66
2022-07-25T16:26:00.000,6.39,89.28,0.08,6.39
2022-07-25T16:28:00.000,1.79,305.17,1.03,-1.46
2022-07-25T16:30:00.000,2.18,356.45,2.18,-0.13
2022-07-25T16:32:00.000,7.64,276.85,0.91,-7.58
2022-07-25T16:34:00.000,6.72,73.63,1.89,6.44
2022-07-25T16:36:00.000,3.86,233.08,-2.32,-3.08
2022-07-25T16:38:00.000,3.94,132.25,-2.65,2.91
2022-07-25T16:40:00.000,8.88,133.25,-6.08,6.47
2022-07-25T16:42:00.000,3.09,359.88,3.09,-0.01
2022-07-25T16:44:00.000,1.78,313.81,1.23,-1.28
2022-07-25T16:46:00.000,0.64,336.83,0.59,-0.25
2022-07-25T16:48:00.000,5.53,35.75,4.49,3.23
2022-07-25T16:50:00.000,2.17,101.38,-0.43,2.12
2022-07-25T16:52:00.000,1.95,28.18,1.72,0.92
2022-07-25T16:54:00.000,1.77,255.61,-0.44,-1.71
2022-07-25T16:56:00.000,2.51,48.22,1.67,1.87
2022-07-25T16:58:00.000,4.05,310.20,2.61,-3.09
2022-07-25T17:00:00.000,1.61,180.90,-1.61,-0.03
2022-07-25T17:02:00.000,1.61,49.83,1.04,1.23
2022-07-25T17:04:00.000,4.83,12.21,4.72,1.02
2022-07-25T17:06:00.000,1.73,356.87,1.73,-0.09
2022-07-25T17:08:00.000,2.61,107.40,-0.78,2.49
2022-07-25T17:10:00.000,6.43,33.63,5.35,3.56
2022-07-25T17:12:00.000,1.69,322.37,1.34,-1.03
2022-07-25T17:14:00.000,4.32,198.96,-4.09,-1.40
2022-07-25T17:16:00.000,1.71,249.95,-0.59,-1.61
2022-07-25T17:18:00.000,5.99,288.18,1.87,-5.69
2022-07-25T17:20:00.000,1.29,68.80,0.46,1.20
2022-07-25T17:22:00.000,6.25,328.85,5.35,-3.23
2022-07-25T17:24:00.000,2.86,179.04,-2.86,0.05
2022-07-25T17:26:00.000,2.73,34.85,2.24,1.56
2022-07-25T17:28:00.000,1.76,137.75,-1.30,1.18
2022-07-25T17:30:00.000,6.76,212.01,-5.73,-3.58
2022-07-25T17:32:00.000,5.51,217.33,-4.38,-3.34
2022-07-25T17:34:00.000,4.40,249.44,-1.54,-4.12
2022-07-25T17:36:00.000,3.74,262.56,-0.48,-3.71
2022-07-25T17:38:00.000,8.74,131.97,-5.84,6.49
2022-07-25T17:40:00.000,2.15,249.95,-0.74,-2.02
2022-07-25T17:42:00.000,4.69,47.18,3.19,3.44
2022-07-25T17:44:00.000,1.75,196.85,-1.68,-0.51
2022-07-25T17:46:00.000,3.50,22.70,3.22,1.35
2022-07-25T17:48:00.000,3.24,295.14,1.38,-2.94
2022-07-25T17:50:00.000,4.99,289.91,1.70,-4.69
2022-07-25T17:52:00.000,6.98,128.62,-4.36,5.45
2022-07-25T17:54:00.000,0.90,134.49,-0.63,0.64
2022-07-25T17:56:00.000,11.71,119.39,-5.75,10.20
2022-07-25T17:58:00.000,3.88,46.59,2.66,2.82
2022-07-25T18:00:00.000,1.82,146.40,-1.52,1.01
2022-07-25T18:02:00.000,0.52,271.03,0.01,-0.52
2022-07-25T18:04:00.000,3.54,29.47,3.08,1.74
2022-07-25T18:06:00.000,2.24,2.26,2.24,0.09
2022-07-25T18:08:00.000,3.25,101.87,-0.67,3.18
2022-07-25T18:10:00.000,3.80,15.79,3.65,1.03
2022-07-25T18:12:00.000,1.12,72.01,0.35,1.07
2022-07-25T18:14:00.000,7.33,136.10,-5.28,5.08
2022-07-25T18:16:00.000,3.20,123.00,-1.74,2.68
2022-07-25T18:18:00.000,3.30,91.09,-0.06,3.30
2022-07-25T18:20:00.000,5.66,264.31,-0.56,-5.63
2022-07-25T18:22:00.000,0.16,218.49,-0.13,-0.10
2022-07-25T18:24:00.000,2.06,306.40,1.22,-1.66
2022-07-25T18:26:00.000,8.32,305.49,4.83,-6.77
2022-07-25T18:28:00.000,0.36,313.36,0.25,-0.26
2022-07-25T18:30:00.000,4.18,266.40,-0.26,-4.17
2022-07-25T18:32:00.000,1.53,221.68,-1.14,-1.02
2022-07-25T18:34:00.000,2.19,319.46,1.67,-1.43
2022-07-25T18:36:00.000,7.88,117.10,-3.59,7.02
2022-07-25T18:38:00.000,2.59,325.53,2.14,-1.47
2022-07-25T18:40:00.000,9.57,138.85,-7.20,6.30
2022-07-25T18:42:00.000,3.67,185.00,-3.66,-0.32
2022-07-25T18:44:00.000,1.51,337.18,1.40,-0.59
2022-07-25T18:46:00.000,7.51,247.84,-2.83,-6.95
2022-07-25T18:48:00.000,1.83,308.01,1.13,-1.44
2022-07-25T18:50:00.000,6.91,201.78,-6.42,-2.57
2022-07-25T18:52:00.000,11.35,167.50,-11.08,2.46
2022-07-25T18:54:00.000,9.64,188.52,-9.54,-1.43
2022-07-25T18:56:00.000,8.48,228.81,-5.58,-6.38
2022-07-25T18:58:00.000,10.85,199.38,-10.23,-3.60
2022-07-25T19:00:00.000,8.12,242.94,-3.69,-7.23
2022-07-25T19:02:00.000,6.57,219.02,-5.11,-4.14
2022-07-25T19:04:00.000,4.29,237.17,-2.33,-3.61
2022-07-25T19:06:00.000,7.43,18.12,7.06,2.31
2022-07-25T19:08:00.000,7.84,139.46,-5.96,5.09
2022-07-25T19:10:00.000,4.99,106.75,-1.44,4.78
2022-07-25T19:12:00.000,6.02,89.84,0.02,6.02
2022-07-25T19:14:00.000,5.55,89.00,0.10,5.55
2022-07-25T19:16:00.000,6.68,45.68,4.67,4.78
2022-07-25T19:18:00.000,9.22,58.90,4.76,7.90
2022-07-25T19:20:00.000,9.13,83.03,1.11,9.07
2022-07-25T19:22:00.000,6.91,56.86,3.78,5.79
2022-07-25T19:24:00.000,3.88,41.59,2.90,2.57
2022-07-25T19:26:00.000,4.62,40.87,3.49,3.02
2022-07-25T19:28:00.000,1.74,18.40,1.65,0.55
2022-07-25T19:30:00.000,1.96,82.03,0.27,1.94
2022-07-25T19:32:00.000,3.10,6.48,3.08,0.35
2022-07-25T19:34:00.000,5.41,4.46,5.39,0.42
2022-07-25T19:36:00.000,12.01,109.27,-3.96,11.34
2022-07-25T19:38:00.000,7.10,141.80,-5.58,4.39
2022-07-25T19:40:00.000,0.89,330.13,0.77,-0.44
2022-07-25T19:42:00.000,8.96,132.46,-6.05,6.61
2022-07-25T19:44:00.000,4.32,76.23,1.03,4.20
2022-07-25T19:46:00.000,2.88,76.43,0.68,2.80
2022-07-25T19:48:00.000,0.76,227.33,-0.51,-0.56
2022-07-25T19:50:00.000,3.49,293.98,1.42,-3.19
2022-07-25T19:52:00.000,4.56,102.30,-0.97,4.46
2022-07-25T19:54:00.000,10.42,342.86,9.95,-3.07
2022-07-25T19:56:00.000,2.91,323.20,2.33,-1.74
2022-07-25T19:58:00.000,4.22,193.98,-4.10,-1.02
2022-07-25T20:00:00.000,1.73,25.46,1.56,0.74
2022-07-25T20:02:00.000,8.14,19.41,7.68,2.71
2022-07-25T20:04:00.000,1.01,295.74,0.44,-0.91
2022-07-25T20:06:00.000,2.61,96.72,-0.30,2.59
2022-07-25T20:08:00.000,4.44,87.94,0.16,4.44
2022-07-25T20:10:00.000,8.06,113.90,-3.26,7.37
2022-07-25T20:12:00.000,2.72,264.93,-0.24,-2.71
2022-07-25T20:14:00.000,4.50,61.59,2.14,3.96
2022-07-25T20:16:00.000,9.94,332.16,8.79,-4.64
2022-07-25T20:18:00.000,8.14,291.03,2.92,-7.60
2022-07-25T20:20:00.000,8.93,112.69,-3.44,8.23
2022-07-25T20:22:00.000,5.64,327.93,4.78,-2.99
2022-07-25T20:24:00.000,7.25,197.51,-6.91,-2.18
2022-07-25T20:26:00.000,2.38,97.95,-0.33,2.35
2022-07-25T20:28:00.000,0.57,106.45,-0.16,0.54
2022-07-25T20:30:00.000,1.86,229.06,-1.22,-1.40
2022-07-25T20:32:00.000,2.67,52.58,1.62,2.12
2022-07-25T20:34:00.000,3.22,130.85,-2.11,2.43
2022-07-25T20:36:00.000,5.45,159.06,-5.09,1.95
2022-07-25T20:38:00.000,2.66,171.32,-2.63,0.40
2022-07-25T20:40:00.000,2.87,128.44,-1.78,2.25
2022-07-25T20:42:00.000,0.33,189.91,-0.33,-0.06
2022-07-25T20:44:00.000,1.46,118.55,-0.70,1.28
2022-07-25T20:46:00.000,5.57,87.82,0.21,5.57
2022-07-25T20:48:00.000,12.68,313.76,8.77,-9.16
2022-07-25T20:50:00.000,7.34,123.31,-4.03,6.14
2022-07-25T20:52:00.000,1.07,91.54,-0.03,1.07
2022-07-25T20:54:00.000,7.52,96.90,-0.90,7.47
2022-07-25T20:56:00.000,1.63,143.37,-1.31,0.97
2022-07-25T20:58:00.000,2.51,214.22,-2.07,-1.41
2022-07-25T21:00:00.000,3.59,201.40,-3.35,-1.31
2022-07-25T21:02:00.000,1.24,30.01,1.07,0.62
2022-07-25T21:04:00.000,0.72,102.80,-0.16,0.70
2022-07-25T21:06:00.000,4.88,141.87,-3.84,3.01
2022-07-25T21:08:00.000,3.67,161.77,-3.48,1.15
2022-07-25T21:10:00.000,6.70,88.98,0.12,6.70
2022-07-25T21:12:00.000,3.17,98.97,-0.49,3.13
2022-07-25T21:14:00.000,0.71,108.00,-0.22,0.67
2022-07-25T21:16:00.000,4.06,273.11,0.22,-4.06
2022-07-25T21:18:00.000,4.47,81.68,0.65,4.42
2022-07-25T21:20:00.000,9.20,183.24,-9.18,-0.52
2022-07-25T21:22:00.000,5.01,171.18,-4.95,0.77
2022-07-25T21:24:00.000,6.81,221.80,-5.08,-4.54
2022-07-25T21:26:00.000,3.77,286.93,1.10,-3.61
2022-07-25T21:28:00.000,4.09,217.93,-3.23,-2.51
2022-07-25T21:30:00.000,4.05,251.21,-1.30,-3.83
2022-07-25T21:32:00.000,1.40,232.26,-0.86,-1.11
2022-07-25T21:34:00.000,5.03,136.50,-3.65,3.46
2022-07-25T21:36:00.000,1.73,214.32,-1.43,-0.98
2022-07-25T21:38:00.000,11.83,176.20,-11.80,0.78
2022-07-25T21:40:00.000,7.32,116.08,-3.22,6.57
2022-07-25T21:42:00.000,1.92,252.69,-0.57,-1.84
2022-07-25T21:44:00.000,2.78,186.43,-2.76,-0.31
2022-07-25T21:46:00.000,4.66,213.28,-3.89,-2.56
