ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2022-05-20T12:36:00.000,3.64,348.02,3.56,-0.76
2022-05-20T12:38:00.000,0.50,194.79,-0.48,-0.13
2022-05-20T12:40:00.000,1.91,41.51,1.43,1.27
2022-05-20T12:42:00.000,0.64,204.24,-0.58,-0.26
2022-05-20T12:44:00.000,1.70,321.81,1.34,-1.05
2022-05-20T12:46:00.000,1.93,317.25,1.42,-1.31
2022-05-20T12:48:00.000,3.18,321.97,2.51,-1.96
2022-05-20T12:50:00.000,1.40,262.75,-0.18,-1.39
2022-05-20T12:52:00.000,1.83,258.65,-0.36,-1.79
2022-05-20T12:54:00.000,1.52,315.45,1.08,-1.06
2022-05-20T12:56:00.000,0.68,157.63,-0.63,0.26
2022-05-20T12:58:00.000,3.22,223.08,-2.35,-2.20
2022-05-20T13:00:00.000,2.28,279.23,0.37,-2.25
2022-05-20T13:02:00.000,2.23,255.65,-0.55,-2.16
2022-05-20T13:04:00.000,2.16,269.78,-0.01,-2.16
2022-05-20T13:06:00.000,2.50,232.49,-1.52,-1.99
2022-05-20T13:08:00.000,6.29,216.98,-5.02,-3.78
2022-05-20T13:10:00.000,5.35,233.39,-3.19,-4.30
2022-05-20T13:12:00.000,4.68,225.18,-3.30,-3.32
2022-05-20T13:14:00.000,8.10,226.57,-5.57,-5.88
2022-05-20T13:16:00.000,3.73,255.14,-0.96,-3.61
2022-05-20T13:18:00.000,6.55,233.30,-3.92,-5.26
2022-05-20T13:20:00.000,6.68,228.97,-4.38,-5.04
2022-05-20T13:22:00.000,6.82,233.49,-4.06,-5.48
2022-05-20T13:24:00.000,4.79,250.25,-1.62,-4.51
2022-05-20T13:26:00.000,5.49,243.60,-2.44,-4.91
2022-05-20T13:28:00.000,4.63,230.23,-2.96,-3.56
2022-05-20T13:30:00.000,5.14,227.30,-3.49,-3.78
2022-05-20T13:32:00.000,3.18,206.71,-2.84,-1.43
2022-05-20T13:34:00.000,2.09,230.75,-1.32,-1.62
2022-05-20T13:36:00.000,3.17,213.92,-2.63,-1.77
2022-05-20T13:38:00.000,4.35,222.98,-3.18,-2.97
2022-05-20T13:40:00.000,3.09,284.67,0.78,-2.99
2022-05-20T13:42:00.000,1.97,247.71,-0.75,-1.82
2022-05-20T13:44:00.000,2.97,256.78,-0.68,-2.89
2022-05-20T13:46:00.000,2.37,257.45,-0.51,-2.31
2022-05-20T13:48:00.000,3.42,248.43,-1.26,-3.18
2022-05-20T13:50:00.000,3.71,241.82,-1.75,-3.27
2022-05-20T13:52:00.000,2.28,281.32,0.45,-2.23
2022-05-20T13:54:00.000,7.22,219.06,-5.61,-4.55
2022-05-20T13:56:00.000,3.44,230.52,-2.19,-2.66
2022-05-20T13:58:00.000,1.86,246.17,-0.75,-1.70
2022-05-20T14:00:00.000,2.73,225.88,-1.90,-1.96
2022-05-20T14:02:00.000,6.09,196.33,-5.85,-1.71
2022-05-20T14:04:00.000,3.70,200.87,-3.46,-1.32
2022-05-20T14:06:00.000,1.50,238.27,-0.79,-1.27
2022-05-20T14:08:00.000,3.50,205.45,-3.16,-1.50
2022-05-20T14:10:00.000,3.14,228.63,-2.08,-2.36
2022-05-20T14:12:00.000,3.58,215.97,-2.90,-2.11
2022-05-20T14:14:00.000,2.18,261.04,-0.34,-2.15
2022-05-20T14:16:00.000,2.36,255.48,-0.59,-2.29
2022-05-20T14:18:00.000,1.51,253.74,-0.42,-1.45
2022-05-20T14:20:00.000,3.11,220.42,-2.37,-2.02
2022-05-20T14:22:00.000,1.88,246.94,-0.73,-1.73
2022-05-20T14:24:00.000,2.60,240.07,-1.30,-2.25
2022-05-20T14:26:00.000,3.57,230.46,-2.27,-2.75
2022-05-20T14:28:00.000,3.41,252.13,-1.05,-3.24
2022-05-20T14:30:00.000,3.62,247.91,-1.36,-3.35
2022-05-20T14:32:00.000,4.98,220.11,-3.81,-3.21
2022-05-20T14:34:00.000,3.63,260.25,-0.62,-3.58
2022-05-20T14:36:00.000,4.15,238.60,-2.16,-3.54
2022-05-20T14:38:00.000,4.54,218.86,-3.54,-2.85
2022-05-20T14:40:00.000,3.08,253.95,-0.85,-2.96
2022-05-20T14:42:00.000,2.46,282.30,0.52,-2.41
2022-05-20T14:44:00.000,6.39,207.05,-5.70,-2.91
2022-05-20T14:46:00.000,4.54,226.13,-3.15,-3.28
2022-05-20T14:48:00.000,2.25,226.18,-1.56,-1.62
2022-05-20T14:50:00.000,3.17,221.95,-2.36,-2.12
2022-05-20T14:52:00.000,3.80,209.56,-3.30,-1.87
2022-05-20T14:54:00.000,6.55,204.17,-5.98,-2.68
2022-05-20T14:56:00.000,2.95,218.30,-2.31,-1.83
2022-05-20T14:58:00.000,5.22,195.61,-5.03,-1.40
2022-05-20T15:00:00.000,3.34,204.68,-3.04,-1.40
2022-05-20T15:02:00.000,0.80,239.84,-0.40,-0.69
2022-05-20T15:04:00.000,3.73,216.37,-3.00,-2.21
2022-05-20T15:06:00.000,2.63,193.00,-2.56,-0.59
2022-05-20T15:08:00.000,2.53,196.64,-2.42,-0.72
2022-05-20T15:10:00.000,3.17,175.60,-3.16,0.24
2022-05-20T15:12:00.000,2.45,177.55,-2.45,0.10
2022-05-20T15:14:00.000,1.86,205.29,-1.69,-0.80
2022-05-20T15:16:00.000,3.52,178.13,-3.52,0.12
2022-05-20T15:18:00.000,3.63,180.04,-3.63,-0.00
2022-05-20T15:20:00.000,7.61,181.30,-7.60,-0.17
2022-05-20T15:22:00.000,6.74,174.59,-6.71,0.64
2022-05-20T15:24:00.000,5.33,163.53,-5.11,1.51
2022-05-20T15:26:00.000,5.96,175.98,-5.95,0.42
2022-05-20T15:28:00.000,5.49,191.80,-5.37,-1.12
2022-05-20T15:30:00.000,6.63,166.12,-6.44,1.59
2022-05-20T15:32:00.000,6.96,183.22,-6.95,-0.39
2022-05-20T15:34:00.000,4.64,174.63,-4.62,0.43
2022-05-20T15:36:00.000,3.96,179.18,-3.96,0.06
2022-05-20T15:38:00.000,4.08,183.34,-4.07,-0.24
2022-05-20T15:40:00.000,3.06,179.75,-3.06,0.01
2022-05-20T15:42:00.000,7.89,190.93,-7.75,-1.50
2022-05-20T15:44:00.000,10.45,179.48,-10.45,0.09
2022-05-20T15:46:00.000,6.37,197.06,-6.09,-1.87
2022-05-20T15:48:00.000,4.87,197.39,-4.65,-1.46
2022-05-20T15:50:00.000,4.61,188.68,-4.56,-0.70
2022-05-20T15:52:00.000,3.37,186.45,-3.35,-0.38
2022-05-20T15:54:00.000,7.30,181.27,-7.30,-0.16
2022-05-20T15:56:00.000,4.09,208.06,-3.61,-1.93
2022-05-20T15:58:00.000,3.65,175.87,-3.64,0.26
2022-05-20T16:00:00.000,1.94,167.84,-1.90,0.41
2022-05-20T16:02:00.000,2.05,235.25,-1.17,-1.69
2022-05-20T16:04:00.000,3.17,190.85,-3.12,-0.60
2022-05-20T16:06:00.000,4.40,199.48,-4.14,-1.47
2022-05-20T16:08:00.000,8.03,190.22,-7.90,-1.43
2022-05-20T16:10:00.000,3.62,182.26,-3.62,-0.14
2022-05-20T16:12:00.000,0.37,2.83,0.37,0.02
2022-05-20T16:14:00.000,2.93,182.83,-2.93,-0.14
2022-05-20T16:16:00.000,4.20,203.93,-3.84,-1.70
2022-05-20T16:18:00.000,0.36,188.80,-0.36,-0.06
2022-05-20T16:20:00.000,5.76,170.73,-5.69,0.93
2022-05-20T16:22:00.000,2.38,141.68,-1.87,1.47
2022-05-20T16:24:00.000,3.45,123.11,-1.88,2.89
2022-05-20T16:26:00.000,2.00,210.77,-1.72,-1.02
2022-05-20T16:28:00.000,2.77,179.30,-2.77,0.03
2022-05-20T16:30:00.000,1.40,173.15,-1.39,0.17
2022-05-20T16:32:00.000,1.40,273.41,0.08,-1.39
2022-05-20T16:34:00.000,2.44,206.39,-2.18,-1.08
2022-05-20T16:36:00.000,1.28,226.50,-0.88,-0.93
2022-05-20T16:38:00.000,4.54,284.79,1.16,-4.39
2022-05-20T16:40:00.000,3.30,205.56,-2.97,-1.42
2022-05-20T16:42:00.000,5.92,203.96,-5.41,-2.40
2022-05-20T16:44:00.000,4.61,309.50,2.93,-3.56
2022-05-20T16:46:00.000,1.45,242.46,-0.67,-1.28
2022-05-20T16:48:00.000,2.20,296.84,0.99,-1.96
2022-05-20T16:50:00.000,4.20,262.47,-0.55,-4.17
2022-05-20T16:52:00.000,3.98,217.47,-3.16,-2.42
2022-05-20T16:54:00.000,0.55,306.03,0.32,-0.44
2022-05-20T16:56:00.000,3.30,257.84,-0.69,-3.22
2022-05-20T16:58:00.000,1.04,318.84,0.79,-0.69
2022-05-20T17:00:00.000,1.60,283.39,0.37,-1.56
2022-05-20T17:02:00.000,2.58,312.26,1.74,-1.91
2022-05-20T17:04:00.000,2.16,22.40,2.00,0.82
2022-05-20T17:06:00.000,2.84,357.31,2.84,-0.13
2022-05-20T17:08:00.000,2.90,2.72,2.89,0.14
2022-05-20T17:10:00.000,0.71,349.60,0.70,-0.13
2022-05-20T17:12:00.000,1.08,17.99,1.03,0.33
2022-05-20T17:14:00.000,3.48,336.02,3.18,-1.41
2022-05-20T17:16:00.000,2.89,324.88,2.36,-1.66
2022-05-20T17:18:00.000,3.75,1.46,3.74,0.10
2022-05-20T17:20:00.000,2.48,339.00,2.31,-0.89
2022-05-20T17:22:00.000,1.57,328.01,1.33,-0.83
2022-05-20T17:24:00.000,3.54,356.78,3.53,-0.20
2022-05-20T17:26:00.000,4.99,325.87,4.13,-2.80
2022-05-20T17:28:00.000,1.95,16.41,1.87,0.55
2022-05-20T17:30:00.000,4.80,8.59,4.75,0.72
2022-05-20T17:32:00.000,1.98,29.04,1.73,0.96
2022-05-20T17:34:00.000,1.73,348.87,1.70,-0.33
2022-05-20T17:36:00.000,2.93,358.40,2.93,-0.08
2022-05-20T17:38:00.000,1.18,331.53,1.04,-0.56
2022-05-20T17:40:00.000,4.60,355.82,4.59,-0.34
2022-05-20T17:42:00.000,1.86,216.65,-1.49,-1.11
2022-05-20T17:44:00.000,1.61,247.74,-0.61,-1.49
2022-05-20T17:46:00.000,0.75,32.83,0.63,0.41
2022-05-20T17:48:00.000,3.58,14.78,3.46,0.91
2022-05-20T17:50:00.000,1.62,35.59,1.32,0.94
2022-05-20T17:52:00.000,5.99,20.07,5.63,2.06
2022-05-20T17:54:00.000,7.01,17.03,6.70,2.05
2022-05-20T17:56:00.000,3.06,29.61,2.66,1.51
2022-05-20T17:58:00.000,1.78,30.69,1.53,0.91
2022-05-20T18:00:00.000,5.84,0.75,5.84,0.08
2022-05-20T18:02:00.000,4.79,18.52,4.54,1.52
2022-05-20T18:04:00.000,2.61,354.79,2.60,-0.24
2022-05-20T18:06:00.000,5.38,358.36,5.38,-0.15
2022-05-20T18:08:00.000,1.45,0.76,1.45,0.02
2022-05-20T18:10:00.000,1.44,347.37,1.40,-0.31
2022-05-20T18:12:00.000,3.67,15.48,3.53,0.98
2022-05-20T18:14:00.000,1.60,356.70,1.59,-0.09
2022-05-20T18:16:00.000,2.10,24.21,1.91,0.86
2022-05-20T18:18:00.000,1.46,357.20,1.46,-0.07
2022-05-20T18:20:00.000,0.57,2.39,0.57,0.02
2022-05-20T18:22:00.000,4.56,336.86,4.20,-1.79
2022-05-20T18:24:00.000,3.66,5.39,3.65,0.34
2022-05-20T18:26:00.000,7.65,357.94,7.64,-0.27
2022-05-20T18:28:00.000,3.48,30.99,2.98,1.79
2022-05-20T18:30:00.000,1.08,308.95,0.68,-0.84
2022-05-20T18:32:00.000,3.70,293.13,1.46,-3.41
2022-05-20T18:34:00.000,4.64,2.58,4.64,0.21
2022-05-20T18:36:00.000,0.66,78.73,0.13,0.65
2022-05-20T18:38:00.000,4.01,320.85,3.11,-2.53
2022-05-20T18:40:00.000,3.95,342.89,3.78,-1.16
2022-05-20T18:42:00.000,3.53,31.32,3.02,1.84
2022-05-20T18:44:00.000,0.60,329.04,0.52,-0.31
2022-05-20T18:46:00.000,2.59,329.44,2.23,-1.32
2022-05-20T18:48:00.000,2.71,51.43,1.69,2.12
2022-05-20T18:50:00.000,2.02,332.37,1.79,-0.94
2022-05-20T18:52:00.000,0.66,344.66,0.63,-0.17
2022-05-20T18:54:00.000,3.66,44.13,2.62,2.55
2022-05-20T18:56:00.000,2.15,43.23,1.57,1.47
2022-05-20T18:58:00.000,1.05,12.03,1.03,0.22
2022-05-20T19:00:00.000,4.60,359.33,4.60,-0.05
2022-05-20T19:02:00.000,3.24,315.33,2.30,-2.28
2022-05-20T19:04:00.000,1.06,7.99,1.05,0.15
2022-05-20T19:06:00.000,2.25,339.04,2.10,-0.80
2022-05-20T19:08:00.000,2.03,63.72,0.90,1.82
2022-05-20T19:10:00.000,0.69,118.32,-0.33,0.61
2022-05-20T19:12:00.000,2.07,44.75,1.47,1.46
2022-05-20T19:14:00.000,1.68,21.30,1.56,0.61
2022-05-20T19:16:00.000,1.43,44.88,1.01,1.01
2022-05-20T19:18:00.000,3.20,4.99,3.19,0.28
2022-05-20T19:20:00.000,2.42,333.47,2.17,-1.08
2022-05-20T19:22:00.000,2.71,7.25,2.69,0.34
2022-05-20T19:24:00.000,3.35,26.44,3.00,1.49
2022-05-20T19:26:00.000,0.72,358.12,0.72,-0.02
2022-05-20T19:28:00.000,2.12,32.90,1.78,1.15
2022-05-20T19:30:00.000,3.89,338.15,3.61,-1.45
2022-05-20T19:32:00.000,3.99,334.93,3.61,-1.69
2022-05-20T19:34:00.000,2.91,298.95,1.41,-2.54
2022-05-20T19:36:00.000,2.24,8.75,2.21,0.34
2022-05-20T19:38:00.000,1.59,86.94,0.08,1.59
2022-05-20T19:40:00.000,1.51,334.72,1.36,-0.64
2022-05-20T19:42:00.000,3.08,357.74,3.08,-0.12
2022-05-20T19:44:00.000,2.73,18.52,2.59,0.87
2022-05-20T19:46:00.000,1.75,35.51,1.42,1.02
2022-05-20T19:48:00.000,3.30,1.87,3.30,0.11
2022-05-20T19:50:00.000,7.28,277.17,0.91,-7.22
2022-05-20T19:52:00.000,0.92,216.00,-0.74,-0.54
2022-05-20T19:54:00.000,3.37,37.09,2.69,2.03
2022-05-20T19:56:00.000,1.61,353.14,1.60,-0.19
2022-05-20T19:58:00.000,2.40,272.55,0.11,-2.40
2022-05-20T20:00:00.000,1.10,38.96,0.86,0.69
2022-05-20T20:02:00.000,6.11,340.15,5.75,-2.07
2022-05-20T20:04:00.000,2.91,354.54,2.90,-0.28
2022-05-20T20:06:00.000,2.07,25.54,1.86,0.89
2022-05-20T20:08:00.000,2.85,8.08,2.82,0.40
2022-05-20T20:10:00.000,1.22,332.71,1.09,-0.56
2022-05-20T20:12:00.000,4.34,324.93,3.55,-2.49
2022-05-20T20:14:00.000,2.70,5.27,2.69,0.25
2022-05-20T20:16:00.000,0.81,304.51,0.46,-0.67
2022-05-20T20:18:00.000,3.62,296.59,1.62,-3.24
2022-05-20T20:20:00.000,1.76,231.99,-1.09,-1.39
2022-05-20T20:22:00.000,5.44,229.85,-3.51,-4.16
2022-05-20T20:24:00.000,1.10,214.01,-0.91,-0.61
2022-05-20T20:26:00.000,1.80,291.90,0.67,-1.67
2022-05-20T20:28:00.000,1.29,198.58,-1.22,-0.41
2022-05-20T20:30:00.000,1.59,284.71,0.40,-1.54
2022-05-20T20:32:00.000,4.11,286.55,1.17,-3.94
2022-05-20T20:34:00.000,3.04,28.21,2.68,1.44
2022-05-20T20:36:00.000,3.14,244.67,-1.34,-2.83
2022-05-20T20:38:00.000,3.82,241.04,-1.85,-3.34
2022-05-20T20:40:00.000,5.15,285.29,1.36,-4.97
2022-05-20T20:42:00.000,2.80,355.66,2.80,-0.21
2022-05-20T20:44:00.000,3.40,305.96,1.99,-2.75
2022-05-20T20:46:00.000,3.91,211.83,-3.32,-2.06
2022-05-20T20:48:00.000,2.96,344.87,2.86,-0.77
2022-05-20T20:50:00.000,2.07,316.36,1.50,-1.43
2022-05-20T20:52:00.000,7.65,293.70,3.07,-7.00
2022-05-20T20:54:00.000,1.65,288.67,0.53,-1.57
2022-05-20T20:56:00.000,3.92,301.57,2.05,-3.34
2022-05-20T20:58:00.000,1.96,325.69,1.62,-1.11
2022-05-20T21:00:00.000,4.60,296.15,2.03,-4.13
2022-05-20T21:02:00.000,2.87,342.35,2.73,-0.87
2022-05-20T21:04:00.000,2.06,357.64,2.06,-0.08
2022-05-20T21:06:00.000,7.69,348.42,7.53,-1.54
2022-05-20T21:08:00.000,4.65,352.61,4.61,-0.60
2022-05-20T21:10:00.000,5.21,26.25,4.67,2.30
2022-05-20T21:12:00.000,1.96,53.66,1.16,1.58
2022-05-20T21:14:00.000,5.85,332.48,5.19,-2.70
2022-05-20T21:16:00.000,3.31,25.36,2.99,1.42
2022-05-20T21:18:00.000,3.95,319.43,3.00,-2.57
2022-05-20T21:20:00.000,2.36,9.71,2.32,0.40
2022-05-20T21:22:00.000,1.64,5.03,1.63,0.14
2022-05-20T21:24:00.000,2.01,22.13,1.86,0.76
2022-05-20T21:26:00.000,1.27,274.12,0.09,-1.26
2022-05-20T21:28:00.000,2.63,313.40,1.81,-1.91
2022-05-20T21:30:00.000,2.11,157.43,-1.95,0.81
2022-05-20T21:32:00.000,0.57,92.50,-0.02,0.57
2022-05-20T21:34:00.000,2.45,300.35,1.24,-2.12
2022-05-20T21:36:00.000,1.52,318.26,1.14,-1.01
2022-05-20T21:38:00.000,2.65,267.11,-0.13,-2.65
2022-05-20T21:40:00.000,3.24,249.51,-1.13,-3.04
2022-05-20T21:42:00.000,2.22,316.47,1.61,-1.53
2022-05-20T21:44:00.000,2.82,320.86,2.19,-1.78
2022-05-20T21:46:00.000,2.39,321.89,1.88,-1.47
2022-05-20T21:48:00.000,1.68,355.52,1.67,-0.13
2022-05-20T21:50:00.000,5.58,243.83,-2.46,-5.00
2022-05-20T21:52:00.000,5.94,309.22,3.76,-4.61
2022-05-20T21:54:00.000,0.99,314.22,0.69,-0.71
2022-05-20T21:56:00.000,1.87,307.95,1.15,-1.48
2022-05-20T21:58:00.000,2.25,327.45,1.90,-1.21
2022-05-20T22:00:00.000,1.39,351.90,1.38,-0.20
2022-05-20T22:02:00.000,1.04,232.20,-0.63,-0.82
2022-05-20T22:04:00.000,8.12,311.88,5.42,-6.05
2022-05-20T22:06:00.000,1.63,265.28,-0.13,-1.62
2022-05-20T22:08:00.000,1.34,299.71,0.67,-1.17
2022-05-20T22:10:00.000,2.04,233.72,-1.20,-1.64
2022-05-20T22:12:00.000,3.15,261.62,-0.46,-3.12
2022-05-20T22:14:00.000,5.76,255.77,-1.42,-5.59
2022-05-20T22:16:00.000,7.16,305.99,4.21,-5.80
2022-05-20T22:18:00.000,4.60,310.57,2.99,-3.50
2022-05-20T22:20:00.000,4.08,5.35,4.07,0.38
2022-05-20T22:22:00.000,3.35,332.96,2.98,-1.52
2022-05-20T22:24:00.000,3.36,242.52,-1.55,-2.98
2022-05-20T22:26:00.000,2.13,259.31,-0.39,-2.09
2022-05-20T22:28:00.000,4.56,18.11,4.33,1.42
2022-05-20T22:30:00.000,3.71,334.19,3.34,-1.62
2022-05-20T22:32:00.000,1.70,225.08,-1.20,-1.21
2022-05-20T22:34:00.000,2.79,341.71,2.65,-0.87
2022-05-20T22:36:00.000,1.25,330.12,1.08,-0.62
2022-05-20T22:38:00.000,3.89,317.94,2.89,-2.61
2022-05-20T22:40:00.000,2.34,6.38,2.33,0.26
2022-05-20T22:42:00.000,6.69,303.69,3.71,-5.56
2022-05-20T22:44:00.000,1.00,340.84,0.94,-0.33
2022-05-20T22:46:00.000,4.29,231.24,-2.68,-3.34
2022-05-20T22:48:00.000,1.93,294.02,0.78,-1.76
2022-05-20T22:50:00.000,1.36,270.92,0.02,-1.36
2022-05-20T22:52:00.000,3.77,215.34,-3.08,-2.18
2022-05-20T22:54:00.000,5.26,309.49,3.34,-4.06
2022-05-20T22:56:00.000,2.38,243.84,-1.05,-2.14
2022-05-20T22:58:00.000,2.52,259.74,-0.45,-2.48
2022-05-20T23:00:00.000,2.72,262.96,-0.33,-2.70
2022-05-20T23:02:00.000,1.67,342.45,1.59,-0.50
2022-05-20T23:04:00.000,4.17,240.01,-2.08,-3.61
2022-05-20T23:06:00.000,1.44,292.76,0.56,-1.33
2022-05-20T23:08:00.000,5.50,347.58,5.37,-1.18
2022-05-20T23:10:00.000,2.73,293.46,1.08,-2.50
2022-05-20T23:12:00.000,4.07,346.03,3.95,-0.98
2022-05-20T23:14:00.000,4.27,266.66,-0.25,-4.26
2022-05-20T23:16:00.000,1.33,213.05,-1.11,-0.72
2022-05-20T23:18:00.000,1.15,312.13,0.77,-0.86
2022-05-20T23:20:00.000,5.38,215.49,-4.38,-3.12
2022-05-20T23:22:00.000,1.78,296.73,0.80,-1.59
2022-05-20T23:24:00.000,8.71,255.31,-2.21,-8.43
2022-05-20T23:26:00.000,3.42,300.91,1.76,-2.94
2022-05-20T23:28:00.000,3.52,219.30,-2.72,-2.23
2022-05-20T23:30:00.000,5.09,270.44,0.04,-5.09
2022-05-20T23:32:00.000,3.56,310.07,2.29,-2.72
2022-05-20T23:34:00.000,1.10,305.17,0.63,-0.90
2022-05-20T23:36:00.000,1.44,243.97,-0.63,-1.30
2022-05-20T23:38:00.000,1.35,231.04,-0.85,-1.05
2022-05-20T23:40:00.000,2.42,244.16,-1.05,-2.18
2022-05-20T23:42:00.000,2.65,260.65,-0.43,-2.62
2022-05-20T23:44:00.000,2.34,316.63,1.70,-1.61
2022-05-20T23:46:00.000,2.80,323.64,2.26,-1.66
2022-05-20T23:48:00.000,6.26,281.57,1.25,-6.13
2022-05-20T23:50:00.000,2.13,264.18,-0.22,-2.12
2022-05-20T23:52:00.000,0.59,208.57,-0.52,-0.28
2022-05-20T23:54:00.000,2.41,190.12,-2.37,-0.42
2022-05-20T23:56:00.000,1.59,56.83,0.87,1.33
2022-05-20T23:58:00.000,3.66,296.56,1.64,-3.27
2022-05-21T00:00:00.000,4.59,300.98,2.36,-3.93
2022-05-21T00:02:00.000,2.81,10.66,2.76,0.52
2022-05-21T00:04:00.000,3.11,316.09,2.24,-2.16
2022-05-21T00:06:00.000,4.49,257.16,-1.00,-4.37
2022-05-21T00:08:00.000,2.97,344.92,2.86,-0.77
2022-05-21T00:10:00.000,2.39,325.42,1.97,-1.36
2022-05-21T00:12:00.000,3.00,288.81,0.97,-2.84
2022-05-21T00:14:00.000,2.57,343.03,2.46,-0.75
2022-05-21T00:16:00.000,6.92,284.31,1.71,-6.70
2022-05-21T00:18:00.000,4.08,301.46,2.13,-3.48
2022-05-21T00:20:00.000,2.94,227.81,-1.98,-2.18
2022-05-21T00:22:00.000,5.77,284.22,1.42,-5.59
2022-05-21T00:24:00.000,2.05,290.29,0.71,-1.92
2022-05-21T00:26:00.000,1.87,253.05,-0.54,-1.79
2022-05-21T00:28:00.000,3.48,257.73,-0.74,-3.40
2022-05-21T00:30:00.000,0.46,207.88,-0.41,-0.22
2022-05-21T00:32:00.000,1.85,304.54,1.05,-1.53
2022-05-21T00:34:00.000,4.47,237.96,-2.37,-3.79
2022-05-21T00:36:00.000,5.18,283.37,1.20,-5.04
2022-05-21T00:38:00.000,4.88,217.90,-3.85,-3.00
2022-05-21T00:40:00.000,4.46,298.44,2.12,-3.92
2022-05-21T00:42:00.000,7.87,269.86,-0.02,-7.87
2022-05-21T00:44:00.000,3.22,231.85,-1.99,-2.53
2022-05-21T00:46:00.000,5.90,206.16,-5.29,-2.60
2022-05-21T00:48:00.000,6.94,221.77,-5.17,-4.62
2022-05-21T00:50:00.000,6.83,271.06,0.13,-6.83
2022-05-21T00:52:00.000,3.03,264.66,-0.28,-3.01
2022-05-21T00:54:00.000,3.56,305.20,2.05,-2.91
2022-05-21T00:56:00.000,9.94,272.31,0.40,-9.93
2022-05-21T00:58:00.000,6.35,213.63,-5.28,-3.52
2022-05-21T01:00:00.000,8.71,267.03,-0.45,-8.70
2022-05-21T01:02:00.000,5.07,210.33,-4.38,-2.56
2022-05-21T01:04:00.000,8.70,259.81,-1.54,-8.56
2022-05-21T01:06:00.000,5.73,275.34,0.53,-5.70
2022-05-21T01:08:00.000,3.80,190.30,-3.74,-0.68
2022-05-21T01:10:00.000,2.23,308.95,1.40,-1.74
2022-05-21T01:12:00.000,2.54,234.00,-1.49,-2.05
2022-05-21T01:14:00.000,5.32,231.24,-3.33,-4.15
2022-05-21T01:16:00.000,7.53,304.92,4.31,-6.18
2022-05-21T01:18:00.000,7.03,208.41,-6.18,-3.35
2022-05-21T01:20:00.000,5.66,241.60,-2.69,-4.98
2022-05-21T01:22:00.000,8.39,266.15,-0.56,-8.38
2022-05-21T01:24:00.000,1.80,278.71,0.27,-1.78
2022-05-21T01:26:00.000,5.85,309.73,3.74,-4.50
2022-05-21T01:28:00.000,5.68,309.96,3.65,-4.35
2022-05-21T01:30:00.000,3.90,310.43,2.53,-2.97
2022-05-21T01:32:00.000,7.95,315.46,5.67,-5.58
2022-05-21T01:34:00.000,5.63,285.46,1.50,-5.43
2022-05-21T01:36:00.000,8.61,301.26,4.47,-7.36
2022-05-21T01:38:00.000,9.47,331.14,8.29,-4.57
2022-05-21T01:40:00.000,4.76,273.46,0.29,-4.75
2022-05-21T01:42:00.000,3.07,319.41,2.33,-2.00
2022-05-21T01:44:00.000,0.83,284.09,0.20,-0.80
2022-05-21T01:46:00.000,1.89,351.37,1.86,-0.28
2022-05-21T01:48:00.000,6.83,272.79,0.33,-6.82
2022-05-21T01:50:00.000,2.40,215.58,-1.95,-1.40
2022-05-21T01:52:00.000,9.95,252.04,-3.07,-9.47
2022-05-21T01:54:00.000,5.98,240.72,-2.93,-5.22
2022-05-21T01:56:00.000,4.60,226.18,-3.18,-3.32
2022-05-21T01:58:00.000,3.53,273.15,0.19,-3.53
2022-05-21T02:00:00.000,3.41,301.82,1.80,-2.89
2022-05-21T02:02:00.000,3.93,239.87,-1.97,-3.40
2022-05-21T02:04:00.000,2.41,263.09,-0.29,-2.39
2022-05-21T02:06:00.000,1.48,287.43,0.44,-1.41
2022-05-21T02:08:00.000,2.51,328.09,2.13,-1.33
2022-05-21T02:10:00.000,7.40,273.74,0.48,-7.38
2022-05-21T02:12:00.000,3.35,349.66,3.30,-0.60
2022-05-21T02:14:00.000,0.66,316.60,0.48,-0.46
2022-05-21T02:16:00.000,4.06,306.86,2.43,-3.24
2022-05-21T02:18:00.000,6.46,328.06,5.48,-3.42
2022-05-21T02:20:00.000,1.84,312.48,1.24,-1.36
2022-05-21T02:22:00.000,1.85,348.44,1.81,-0.37
2022-05-21T02:24:00.000,2.36,5.50,2.35,0.23
2022-05-21T02:26:00.000,3.15,259.95,-0.55,-3.10
2022-05-21T02:28:00.000,0.76,308.95,0.48,-0.59
2022-05-21T02:30:00.000,2.58,296.62,1.16,-2.31
2022-05-21T02:32:00.000,2.41,18.77,2.29,0.78
2022-05-21T02:34:00.000,0.86,323.61,0.69,-0.51
2022-05-21T02:36:00.000,5.75,325.38,4.73,-3.26
2022-05-21T02:38:00.000,2.22,339.78,2.08,-0.77
2022-05-21T02:40:00.000,1.04,346.43,1.01,-0.24
2022-05-21T02:42:00.000,5.40,308.48,3.36,-4.23
2022-05-21T02:44:00.000,3.00,266.80,-0.17,-2.99
2022-05-21T02:46:00.000,2.33,34.80,1.91,1.33
2022-05-21T02:48:00.000,1.95,212.82,-1.64,-1.06
2022-05-21T02:50:00.000,4.74,228.90,-3.11,-3.57
2022-05-21T02:52:00.000,3.08,166.47,-3.00,0.72
2022-05-21T02:54:00.000,0.80,352.86,0.80,-0.10
2022-05-21T02:56:00.000,1.53,301.71,0.80,-1.30
2022-05-21T02:58:00.000,4.21,182.28,-4.20,-0.17
